# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GZF3	YJL110C	YJL110C_mRNA	protein_coding	0	1	4	31	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	1	17
HAA1	YPR008W	YPR008W_mRNA	protein_coding	0	1	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	6
HAC1	YFL031W	YFL031W_mRNA	protein_coding	0	6	0	78	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	6	38
HAL1	YPR005C	YPR005C_mRNA	protein_coding	0	0	3	7	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	4
HAL5	YJL165C	YJL165C_mRNA	protein_coding	0	21	4	54	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	21	35
HAL9	YOL089C	YOL089C_mRNA	protein_coding	0	13	15	76	0	0	0	0	41	0	0	0	15	0	0	0	0	0	0	0	13	35
HAM1	YJR069C	YJR069C_mRNA	protein_coding	0	1	0	38	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	33
HAP1	YLR256W	YLR256W_mRNA	protein_coding	0	19	3	17	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19	17
HAP2	YGL237C	YGL237C_mRNA	protein_coding	0	2	4	37	0	0	0	0	9	0	0	0	4	0	0	1	0	0	0	1	1	28
HAP3	YBL021C	YBL021C_mRNA	protein_coding	0	0	0	72	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	54
HAP4	YKL109W	YKL109W_mRNA	protein_coding	0	8	2	83	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	8	36
HAP5	YOR358W	YOR358W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
HAS1	YMR290C	YMR290C_mRNA	protein_coding	0	2	0	40	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	10
HAT1	YPL001W	YPL001W_mRNA	protein_coding	0	1	2	14	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	10
HAT2	YEL056W	YEL056W_mRNA	protein_coding	0	6	2	73	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	6	42
HBN1	YCL026C-B	YCL026C-B_mRNA	protein_coding	0	1	0	27	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	20
HBS1	YKR084C	YKR084C_mRNA	protein_coding	0	5	4	46	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	5	22
HBT1	YDL223C	YDL223C_mRNA	protein_coding	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	26
HCA4	YJL033W	YJL033W_mRNA	protein_coding	0	8	4	46	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	8	20
HCH1	YNL281W	YNL281W_mRNA	protein_coding	0	0	0	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	29
HCM1	YCR065W	YCR065W_mRNA	protein_coding	0	0	2	18	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	11
HCR1	YLR192C	YLR192C_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
HCS1	YKL017C	YKL017C_mRNA	protein_coding	0	14	1	63	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	14	39
HDA1	YNL021W	YNL021W_mRNA	protein_coding	0	7	2	65	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	7	36
HDA2	YDR295C	YDR295C_mRNA	protein_coding	0	12	7	55	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	12	48
HDA3	YPR179C	YPR179C_mRNA	protein_coding	0	0	2	13	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	5
HED1	YDR014W-A	YDR014W-A_mRNA	protein_coding	0	0	1	12	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	8
HEF3	YNL014W	YNL014W_mRNA	protein_coding	0	3	1	29	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	3	21
HEH2	YDR458C	YDR458C_mRNA	protein_coding	0	2	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	2	7
HEK2	YBL032W	YBL032W_mRNA	protein_coding	0	2	3	55	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	2	21
HEL1	YKR017C	YKR017C_mRNA	protein_coding	0	2	0	40	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	19
HEL2	YDR266C	YDR266C_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
HEM1	YDR232W	YDR232W_mRNA	protein_coding	0	2	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	2	7
HEM12	YDR047W	YDR047W_mRNA	protein_coding	0	0	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
HEM13	YDR044W	YDR044W_mRNA	protein_coding	0	1	0	19	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	11
HEM14	YER014W	YER014W_mRNA	protein_coding	0	0	1	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	6
HEM15	YOR176W	YOR176W_mRNA	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6
HEM2	YGL040C	YGL040C_mRNA	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1
HEM25	YDL119C	YDL119C_mRNA	protein_coding	0	0	1	37	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	31
HEM3	YDL205C	YDL205C_mRNA	protein_coding	0	0	0	73	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	41
HEM4	YOR278W	YOR278W_mRNA	protein_coding	0	0	2	67	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	33
HER1	YOR227W	YOR227W_mRNA	protein_coding	0	9	7	20	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	9	16
HER2	YMR293C	YMR293C_mRNA	protein_coding	0	0	1	27	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	17
HES1	YOR237W	YOR237W_mRNA	protein_coding	0	0	1	13	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	9
HFA1	YMR207C	YMR207C_mRNA	protein_coding	0	7	10	29	0	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	7	20
HFD1	YMR110C	YMR110C_mRNA	protein_coding	0	10	0	60	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	10	44
HFI1	YPL254W	YPL254W_mRNA	protein_coding	0	3	2	35	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	3	11
HFM1	YGL251C	YGL251C_mRNA	protein_coding	0	2	2	28	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	2	6
HGH1	YGR187C	YGR187C_mRNA	protein_coding	0	5	1	48	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	5	23
HHF1	YBR009C	YBR009C_mRNA	protein_coding	0	1	0	64	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	30
HHF2	YNL030W	YNL030W_mRNA	protein_coding	0	1	0	49	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	26
HHO1	YPL127C	YPL127C_mRNA	protein_coding	0	2	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	3
HHT1	YBR010W	YBR010W_mRNA	protein_coding	0	0	0	60	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	35
HHT2	YNL031C	YNL031C_mRNA	protein_coding	0	4	0	43	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	4	24
HHY1	YEL059W	YEL059W_mRNA	protein_coding	1	1	0	69	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	1	31
HIF1	YLL022C	YLL022C_mRNA	protein_coding	0	3	3	43	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	3	18
HIM1	YDR317W	YDR317W_mRNA	protein_coding	0	1	3	21	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	1	1
HIP1	YGR191W	YGR191W_mRNA	protein_coding	0	15	3	81	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	15	49
HIR1	YBL008W	YBL008W_mRNA	protein_coding	0	8	1	60	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	8	32
HIR2	YOR038C	YOR038C_mRNA	protein_coding	0	2	2	28	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	2	22
HIR3	YJR140C	YJR140C_mRNA	protein_coding	0	2	2	16	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	2	6
HIS1	YER055C	YER055C_mRNA	protein_coding	0	2	3	52	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	2	32
HIS2	YFR025C	YFR025C_mRNA	protein_coding	0	0	0	53	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	35
HIS3	YOR202W	YOR202W_mRNA	protein_coding	0	0	0	23	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16
HIS4	YCL030C	YCL030C_mRNA	protein_coding	0	1	2	11	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	6
HIS5	YIL116W	YIL116W_mRNA	protein_coding	0	2	0	39	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	29
HIS6	YIL020C	YIL020C_mRNA	protein_coding	0	0	1	25	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	5
HIS7	YBR248C	YBR248C_mRNA	protein_coding	0	1	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	8
HIT1	YJR055W	YJR055W_mRNA	protein_coding	0	2	2	82	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	2	32
HKR1	YDR420W	YDR420W_mRNA	protein_coding	0	2	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	2	4
HLJ1	YMR161W	YMR161W_mRNA	protein_coding	0	2	0	42	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	28
HLR1	YDR528W	YDR528W_mRNA	protein_coding	0	4	4	74	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	4	49
HMF1	YER057C	YER057C_mRNA	protein_coding	0	0	0	57	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	25
HMG1	YML075C	YML075C_mRNA	protein_coding	0	10	1	46	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	10	28
HMG2	YLR450W	YLR450W_mRNA	protein_coding	0	15	4	46	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	15	25
HMI1	YOL095C	YOL095C_mRNA	protein_coding	0	7	5	69	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	7	46
HMLALPHA1	YCL066W	YCL066W_mRNA	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
HMLALPHA2	YCL067C	YCL067C_mRNA	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
HMO1	YDR174W	YDR174W_mRNA	protein_coding	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4
HMRA1	YCR097W	YCR097W_mRNA	protein_coding	0	0	1	32	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	11
HMRA2	YCR096C	YCR096C_mRNA	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	9
HMS1	YOR032C	YOR032C_mRNA	protein_coding	0	4	4	80	0	0	0	0	46	0	0	0	4	0	0	0	0	0	0	0	4	34
HMS2	YJR147W	YJR147W_mRNA	protein_coding	0	2	4	42	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	2	19
HMT1	YBR034C	YBR034C_mRNA	protein_coding	0	0	0	24	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7
HMX1	YLR205C	YLR205C_mRNA	protein_coding	0	6	1	34	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	6	27
HNM1	YGL077C	YGL077C_mRNA	protein_coding	0	2	0	26	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	13
HNT1	YDL125C	YDL125C_mRNA	protein_coding	0	0	1	57	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	25
HNT2	YDR305C	YDR305C_mRNA	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	2
HNT3	YOR258W	YOR258W_mRNA	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5
HO	YDL227C	YDL227C_mRNA	protein_coding	0	0	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	13
HOC1	YJR075W	YJR075W_mRNA	protein_coding	0	8	0	51	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	8	28
HOF1	YMR032W	YMR032W_mRNA	protein_coding	0	0	2	9	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	5
HOG1	YLR113W	YLR113W_mRNA	protein_coding	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20
HOL1	YNR055C	YNR055C_mRNA	protein_coding	0	2	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	20
HOM2	YDR158W	YDR158W_mRNA	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
HOM3	YER052C	YER052C_mRNA	protein_coding	0	3	1	39	0	0	0	0	18	0	0	0	1	0	0	1	0	0	0	1	2	21
HOM6	YJR139C	YJR139C_mRNA	protein_coding	0	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4
HOP1	YIL072W	YIL072W_mRNA	protein_coding	0	0	1	8	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	4
HOP2	YGL033W	YGL033W_mRNA	protein_coding	0	0	1	19	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	16
HOR7	YMR251W-A	YMR251W-A_mRNA	protein_coding	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
HOS1	YPR068C	YPR068C_mRNA	protein_coding	0	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
HOS2	YGL194C	YGL194C_mRNA	protein_coding	0	9	2	113	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	9	60
HOS3	YPL116W	YPL116W_mRNA	protein_coding	0	2	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	7
HOS4	YIL112W	YIL112W_mRNA	protein_coding	0	4	5	27	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	4	15
HOT1	YMR172W	YMR172W_mRNA	protein_coding	0	0	1	20	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	12
HOT13	YKL084W	YKL084W_mRNA	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3
HPA2	YPR193C	YPR193C_mRNA	protein_coding	0	2	1	85	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	2	31
HPA3	YEL066W	YEL066W_mRNA	protein_coding	0	3	1	87	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	3	59
HPC2	YBR215W	YBR215W_mRNA	protein_coding	0	8	4	50	0	0	0	0	17	0	0	3	4	0	0	0	0	0	0	0	8	30
HPF1	YOL155C	YOL155C_mRNA	protein_coding	0	14	7	61	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	14	45
HPM1	YIL110W	YIL110W_mRNA	protein_coding	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23
HPR1	YDR138W	YDR138W_mRNA	protein_coding	0	2	4	34	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	2	18
HPT1	YDR399W	YDR399W_mRNA	protein_coding	0	0	0	44	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	10
HRA1	HRA1	HRA1_ncRNA	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
HRB1	YNL004W	YNL004W_mRNA	protein_coding	0	0	1	10	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	6
HRD1	YOL013C	YOL013C_mRNA	protein_coding	0	0	1	29	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	10
HRD3	YLR207W	YLR207W_mRNA	protein_coding	0	8	3	44	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	8	26
HRI1	YLR301W	YLR301W_mRNA	protein_coding	0	0	1	33	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	25
HRK1	YOR267C	YOR267C_mRNA	protein_coding	0	7	5	54	0	0	0	0	28	0	0	0	5	0	0	0	0	0	0	0	7	26
HRP1	YOL123W	YOL123W_mRNA	protein_coding	0	6	2	63	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	6	12
HRQ1	YDR291W	YDR291W_mRNA	protein_coding	0	3	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	6
HRR25	YPL204W	YPL204W_mRNA	protein_coding	0	1	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	3
HRT1	YOL133W	YOL133W_mRNA	protein_coding	0	1	0	57	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	32
HRT3	YLR097C	YLR097C_mRNA	protein_coding	0	2	3	25	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	2	12
HSC82	YMR186W	YMR186W_mRNA	protein_coding	0	0	0	27	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	10
HSE1	YHL002W	YHL002W_mRNA	protein_coding	0	4	1	44	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	4	22
HSF1	YGL073W	YGL073W_mRNA	protein_coding	0	2	5	29	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	2	13
HSH155	YMR288W	YMR288W_mRNA	protein_coding	0	7	7	44	0	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	7	21
HSH49	YOR319W	YOR319W_mRNA	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
HSK3	YKL138C-A	YKL138C-A_mRNA	protein_coding	0	1	0	42	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	12
HSL1	YKL101W	YKL101W_mRNA	protein_coding	0	22	9	55	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	22	32
HSL7	YBR133C	YBR133C_mRNA	protein_coding	0	7	3	73	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	7	35
HSM3	YBR272C	YBR272C_mRNA	protein_coding	0	5	2	58	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	5	38
HSP10	YOR020C	YOR020C_mRNA	protein_coding	0	0	0	69	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	38
HSP104	YLL026W	YLL026W_mRNA	protein_coding	0	5	0	67	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	5	19
HSP12	YFL014W	YFL014W_mRNA	protein_coding	0	2	2	59	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	2	53
HSP150	YJL159W	YJL159W_mRNA	protein_coding	0	5	0	87	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	5	51
HSP26	YBR072W	YBR072W_mRNA	protein_coding	0	2	2	51	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	2	19
HSP30	YCR021C	YCR021C_mRNA	protein_coding	0	1	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	9
HSP31	YDR533C	YDR533C_mRNA	protein_coding	0	7	1	97	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	7	61
HSP32	YPL280W	YPL280W_mRNA	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP33	YOR391C	YOR391C_mRNA	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1
HSP42	YDR171W	YDR171W_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
HSP60	YLR259C	YLR259C_mRNA	protein_coding	0	7	0	56	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	7	34
HSP78	YDR258C	YDR258C_mRNA	protein_coding	0	0	1	27	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	26
HSP82	YPL240C	YPL240C_mRNA	protein_coding	0	5	0	77	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	5	53
HST1	YOL068C	YOL068C_mRNA	protein_coding	0	0	1	36	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	29
HST2	YPL015C	YPL015C_mRNA	protein_coding	0	1	1	19	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	1	8
HST3	YOR025W	YOR025W_mRNA	protein_coding	0	12	3	81	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	12	37
HST4	YDR191W	YDR191W_mRNA	protein_coding	0	0	1	19	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1
HSV2	YGR223C	YGR223C_mRNA	protein_coding	0	1	1	40	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	1	20
HSX1	tR(CCU)J	tR(CCU)J_tRNA	protein_coding	0	0	0	81	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	32
HTA1	YDR225W	YDR225W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
HTA2	YBL003C	YBL003C_mRNA	protein_coding	0	1	0	48	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	32
HTB1	YDR224C	YDR224C_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
HTB2	YBL002W	YBL002W_mRNA	protein_coding	0	1	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	24
HTD2	YHR067W	YHR067W_mRNA	protein_coding	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
HTL1	YCR020W-B	YCR020W-B_mRNA	protein_coding	0	0	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5
HTS1	YPR033C	YPR033C_mRNA	protein_coding	0	1	2	6	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	3
HTZ1	YOL012C	YOL012C_mRNA	protein_coding	0	0	0	27	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	8
HUA1	YGR268C	YGR268C_mRNA	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
HUA2	YOR284W	YOR284W_mRNA	protein_coding	0	1	6	57	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	1	32
HUB1	YNR032C-A	YNR032C-A_mRNA	protein_coding	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17
HUG1	YML058W-A	YML058W-A_mRNA	protein_coding	0	0	0	32	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	3
HUL4	YJR036C	YJR036C_mRNA	protein_coding	0	18	6	57	0	0	0	0	23	0	0	0	6	0	0	0	0	0	0	0	18	34
HUL5	YGL141W	YGL141W_mRNA	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
HUR1	YGL168W	YGL168W_mRNA	protein_coding	0	1	2	41	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	1	25
HUT1	YPL244C	YPL244C_mRNA	protein_coding	0	1	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	16
HVG1	YER039C	YER039C_mRNA	protein_coding	0	2	0	21	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	6
HXK1	YFR053C	YFR053C_mRNA	protein_coding	0	1	3	8	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	5
HXK2	YGL253W	YGL253W_mRNA	protein_coding	0	2	0	68	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	56
HXT1	YHR094C	YHR094C_mRNA	protein_coding	0	0	1	11	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	3
HXT10	YFL011W	YFL011W_mRNA	protein_coding	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10
HXT11	YOL156W	YOL156W_mRNA	protein_coding	0	4	1	54	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	4	20
HXT12	YIL170W	YIL170W	pseudogene	0	0	0	9	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	1
HXT13	YEL069C	YEL069C_mRNA	protein_coding	0	7	2	96	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	7	62
HXT14	YNL318C	YNL318C_mRNA	protein_coding	0	5	3	69	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	5	39
HXT15	YDL245C	YDL245C_mRNA	protein_coding	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
HXT16	YJR158W	YJR158W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HXT17	YNR072W	YNR072W_mRNA	protein_coding	0	0	1	13	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	6
HXT2	YMR011W	YMR011W_mRNA	protein_coding	0	0	1	41	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	18
HXT3	YDR345C	YDR345C_mRNA	protein_coding	0	1	2	4	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0
HXT4	YHR092C	YHR092C_mRNA	protein_coding	0	4	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	6
HXT5	YHR096C	YHR096C_mRNA	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
HXT6	YDR343C	YDR343C_mRNA	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
HXT7	YDR342C	YDR342C_mRNA	protein_coding	0	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5
HXT8	YJL214W	YJL214W_mRNA	protein_coding	1	12	6	84	0	0	0	0	65	0	0	0	6	0	0	0	0	1	0	0	12	19
HXT9	YJL219W	YJL219W_mRNA	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
HYM1	YKL189W	YKL189W_mRNA	protein_coding	0	9	1	77	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	9	49
